"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 14:49:30 GMT 2022","Tue Jun 28 14:49:33 GMT 2022","2742","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Tue Jun 28 14:49:48 GMT 2022","Tue Jun 28 14:49:54 GMT 2022","5392","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Tue Jun 28 14:49:55 GMT 2022","Tue Jun 28 14:50:06 GMT 2022","11039","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"broken","Tue Jun 28 14:50:16 GMT 2022","Tue Jun 28 14:50:23 GMT 2022","6335","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Tue Jun 28 14:50:24 GMT 2022","Tue Jun 28 14:50:43 GMT 2022","18909","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Tue Jun 28 14:50:45 GMT 2022","Tue Jun 28 14:50:49 GMT 2022","4281","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 14:49:14 GMT 2022","Tue Jun 28 14:49:28 GMT 2022","14868","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Tue Jun 28 14:49:44 GMT 2022","Tue Jun 28 14:49:47 GMT 2022","2982","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Jun 28 14:48:59 GMT 2022","Tue Jun 28 14:49:12 GMT 2022","12141","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Jun 28 14:50:08 GMT 2022","Tue Jun 28 14:50:15 GMT 2022","6882","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Tue Jun 28 14:49:34 GMT 2022","Tue Jun 28 14:49:42 GMT 2022","7812","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
