"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 20:29:14 GMT 2022","Mon Jun 27 20:29:25 GMT 2022","11062","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"broken","Mon Jun 27 20:29:35 GMT 2022","Mon Jun 27 20:29:41 GMT 2022","6333","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Mon Jun 27 20:28:18 GMT 2022","Mon Jun 27 20:28:30 GMT 2022","12085","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 20:28:49 GMT 2022","Mon Jun 27 20:28:51 GMT 2022","2701","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Mon Jun 27 20:28:32 GMT 2022","Mon Jun 27 20:28:47 GMT 2022","14681","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 20:29:43 GMT 2022","Mon Jun 27 20:30:02 GMT 2022","18877","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Mon Jun 27 20:29:02 GMT 2022","Mon Jun 27 20:29:05 GMT 2022","2954","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Mon Jun 27 20:29:26 GMT 2022","Mon Jun 27 20:29:33 GMT 2022","6819","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Mon Jun 27 20:30:03 GMT 2022","Mon Jun 27 20:30:07 GMT 2022","4285","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Mon Jun 27 20:29:07 GMT 2022","Mon Jun 27 20:29:12 GMT 2022","5321","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"passed","Mon Jun 27 20:28:53 GMT 2022","Mon Jun 27 20:29:01 GMT 2022","7804","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
