"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"failed","Thu Jun 23 17:13:07 GMT 2022","Thu Jun 23 17:13:12 GMT 2022","4334","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 17:13:18 GMT 2022","Thu Jun 23 17:13:21 GMT 2022","2858","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 17:13:34 GMT 2022","Thu Jun 23 17:13:45 GMT 2022","11066","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 17:12:54 GMT 2022","Thu Jun 23 17:13:06 GMT 2022","12086","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 17:14:35 GMT 2022","Thu Jun 23 17:14:39 GMT 2022","4291","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Jun 23 17:13:23 GMT 2022","Thu Jun 23 17:13:25 GMT 2022","2959","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 17:14:16 GMT 2022","Thu Jun 23 17:14:34 GMT 2022","17722","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 17:13:27 GMT 2022","Thu Jun 23 17:13:33 GMT 2022","5747","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 17:13:55 GMT 2022","Thu Jun 23 17:14:14 GMT 2022","18890","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 17:13:47 GMT 2022","Thu Jun 23 17:13:54 GMT 2022","6827","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Thu Jun 23 17:13:14 GMT 2022","Thu Jun 23 17:13:17 GMT 2022","2709","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
