"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 27 17:09:38 GMT 2022","Mon Jun 27 17:09:48 GMT 2022","10032","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"broken","Mon Jun 27 17:09:14 GMT 2022","Mon Jun 27 17:09:24 GMT 2022","10031","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"broken","Mon Jun 27 17:11:00 GMT 2022","Mon Jun 27 17:11:12 GMT 2022","12336","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"broken","Mon Jun 27 17:09:03 GMT 2022","Mon Jun 27 17:09:13 GMT 2022","10028","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Mon Jun 27 17:10:32 GMT 2022","Mon Jun 27 17:10:44 GMT 2022","12311","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"broken","Mon Jun 27 17:11:14 GMT 2022","Mon Jun 27 17:11:28 GMT 2022","14333","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"broken","Mon Jun 27 17:09:26 GMT 2022","Mon Jun 27 17:09:36 GMT 2022","10055","test_conduit","test_conduit","TestConduit","","","test_login",""
"broken","Mon Jun 27 17:10:18 GMT 2022","Mon Jun 27 17:10:30 GMT 2022","12327","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"passed","Mon Jun 27 17:09:49 GMT 2022","Mon Jun 27 17:10:02 GMT 2022","12320","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"broken","Mon Jun 27 17:10:03 GMT 2022","Mon Jun 27 17:10:16 GMT 2022","12354","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"broken","Mon Jun 27 17:10:46 GMT 2022","Mon Jun 27 17:10:58 GMT 2022","12308","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
