"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Tue Jun 28 10:07:28 GMT 2022","Tue Jun 28 10:07:33 GMT 2022","4402","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 10:05:51 GMT 2022","Tue Jun 28 10:06:07 GMT 2022","15594","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Tue Jun 28 10:05:37 GMT 2022","Tue Jun 28 10:05:50 GMT 2022","12247","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"passed","Tue Jun 28 10:06:35 GMT 2022","Tue Jun 28 10:06:46 GMT 2022","11402","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Tue Jun 28 10:06:13 GMT 2022","Tue Jun 28 10:06:21 GMT 2022","7968","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Tue Jun 28 10:06:28 GMT 2022","Tue Jun 28 10:06:33 GMT 2022","5795","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Tue Jun 28 10:07:08 GMT 2022","Tue Jun 28 10:07:27 GMT 2022","19160","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Tue Jun 28 10:06:48 GMT 2022","Tue Jun 28 10:06:55 GMT 2022","7121","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Tue Jun 28 10:06:09 GMT 2022","Tue Jun 28 10:06:11 GMT 2022","2887","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Tue Jun 28 10:06:23 GMT 2022","Tue Jun 28 10:06:26 GMT 2022","3180","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Jun 28 10:06:57 GMT 2022","Tue Jun 28 10:07:06 GMT 2022","9091","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
