"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 09:56:01 GMT 2022","Tue Jun 28 09:56:06 GMT 2022","4356","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 09:55:11 GMT 2022","Tue Jun 28 09:55:22 GMT 2022","11262","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Tue Jun 28 09:54:49 GMT 2022","Tue Jun 28 09:54:57 GMT 2022","7940","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Tue Jun 28 09:54:27 GMT 2022","Tue Jun 28 09:54:42 GMT 2022","15149","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Tue Jun 28 09:55:40 GMT 2022","Tue Jun 28 09:56:00 GMT 2022","19057","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Tue Jun 28 09:54:13 GMT 2022","Tue Jun 28 09:54:26 GMT 2022","12093","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Tue Jun 28 09:54:44 GMT 2022","Tue Jun 28 09:54:47 GMT 2022","2864","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"passed","Tue Jun 28 09:55:03 GMT 2022","Tue Jun 28 09:55:09 GMT 2022","5681","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"passed","Tue Jun 28 09:54:58 GMT 2022","Tue Jun 28 09:55:01 GMT 2022","3128","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Tue Jun 28 09:55:24 GMT 2022","Tue Jun 28 09:55:31 GMT 2022","7017","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"broken","Tue Jun 28 09:55:32 GMT 2022","Tue Jun 28 09:55:39 GMT 2022","6398","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
