"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Mon Jun 27 20:07:15 GMT 2022","Mon Jun 27 20:07:18 GMT 2022","2741","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 20:07:53 GMT 2022","Mon Jun 27 20:08:00 GMT 2022","6855","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Mon Jun 27 20:06:59 GMT 2022","Mon Jun 27 20:07:14 GMT 2022","14703","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Mon Jun 27 20:07:33 GMT 2022","Mon Jun 27 20:07:39 GMT 2022","5409","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Mon Jun 27 20:07:40 GMT 2022","Mon Jun 27 20:07:51 GMT 2022","11082","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"broken","Mon Jun 27 20:08:01 GMT 2022","Mon Jun 27 20:08:07 GMT 2022","6336","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Mon Jun 27 20:06:45 GMT 2022","Mon Jun 27 20:06:57 GMT 2022","12077","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Mon Jun 27 20:07:29 GMT 2022","Mon Jun 27 20:07:32 GMT 2022","3030","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"passed","Mon Jun 27 20:07:19 GMT 2022","Mon Jun 27 20:07:27 GMT 2022","7798","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"passed","Mon Jun 27 20:08:09 GMT 2022","Mon Jun 27 20:08:28 GMT 2022","18863","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Mon Jun 27 20:08:29 GMT 2022","Mon Jun 27 20:08:34 GMT 2022","4302","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
