"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 27 19:46:50 GMT 2022","Mon Jun 27 19:47:03 GMT 2022","13109","test_conduit","test_conduit","TestConduit","","","test_login",""
"broken","Mon Jun 27 19:47:47 GMT 2022","Mon Jun 27 19:48:00 GMT 2022","12325","test_conduit","test_conduit","TestConduit","","","test_edit_article",""
"broken","Mon Jun 27 19:48:15 GMT 2022","Mon Jun 27 19:48:20 GMT 2022","4281","test_conduit","test_conduit","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:12:14 GMT 2022","Thu Jun 23 14:12:26 GMT 2022","12054","","vizsgaremek","TestConduit","","","test_accept_cookies",""
"broken","Mon Jun 27 19:48:21 GMT 2022","Mon Jun 27 19:48:33 GMT 2022","12298","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"broken","Mon Jun 27 19:47:33 GMT 2022","Mon Jun 27 19:47:46 GMT 2022","12329","test_conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:12:37 GMT 2022","Thu Jun 23 14:12:39 GMT 2022","2475","","vizsgaremek","TestConduit","","","test_login",""
"broken","Mon Jun 27 19:46:38 GMT 2022","Mon Jun 27 19:46:48 GMT 2022","10030","test_conduit","test_conduit","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:13:29 GMT 2022","Thu Jun 23 14:13:48 GMT 2022","18609","","vizsgaremek","TestConduit","","","test_delete_article",""
"passed","Thu Jun 23 14:13:04 GMT 2022","Thu Jun 23 14:13:15 GMT 2022","10723","","vizsgaremek","TestConduit","","","test_edit_article",""
"passed","Thu Jun 23 14:13:19 GMT 2022","Thu Jun 23 14:13:26 GMT 2022","6563","","vizsgaremek","TestConduit","","","test_save_data",""
"passed","Thu Jun 23 14:14:12 GMT 2022","Thu Jun 23 14:14:17 GMT 2022","4198","","vizsgaremek","TestConduit","","","test_logout",""
"passed","Thu Jun 23 14:12:56 GMT 2022","Thu Jun 23 14:13:01 GMT 2022","4987","","vizsgaremek","TestConduit","","","test_create_new_article",""
"passed","Thu Jun 23 14:13:52 GMT 2022","Thu Jun 23 14:14:08 GMT 2022","16806","","vizsgaremek","TestConduit","","","test_input_from_file",""
"passed","Thu Jun 23 14:12:30 GMT 2022","Thu Jun 23 14:12:33 GMT 2022","2780","","vizsgaremek","TestConduit","","","test_invalid_registration",""
"passed","Thu Jun 23 14:12:49 GMT 2022","Thu Jun 23 14:12:52 GMT 2022","2616","","vizsgaremek","TestConduit","","","test_pagination",""
"broken","Mon Jun 27 19:48:01 GMT 2022","Mon Jun 27 19:48:14 GMT 2022","12299","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"broken","Mon Jun 27 19:48:35 GMT 2022","Mon Jun 27 19:48:49 GMT 2022","14284","test_conduit","test_conduit","TestConduit","","","test_logout",""
"broken","Mon Jun 27 19:46:26 GMT 2022","Mon Jun 27 19:46:36 GMT 2022","10010","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 14:12:43 GMT 2022","Thu Jun 23 14:12:46 GMT 2022","2527","","vizsgaremek","TestConduit","","","test_find_ipsum_tag",""
"passed","Mon Jun 27 19:47:19 GMT 2022","Mon Jun 27 19:47:31 GMT 2022","12331","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"broken","Mon Jun 27 19:47:04 GMT 2022","Mon Jun 27 19:47:17 GMT 2022","12302","test_conduit","test_conduit","TestConduit","","","test_find_ipsum_tag",""
